prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
vlinder,glinder,vlinder,vlinder,glinder,CORRECTLY_READ,0,1,S07C009M8_2LG,FP
omdraaien,tien draaien,*o*m*draaien,**om*draaien,tien draaien,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
poppenwagen,***ben wagen,poppen*wagen,poppen*wagen,b***en wagen,c,1,1,S07C009M8_3+4LG,TP
konijnenhok,kon* konengok,koni*j*nenhok,kon**ijnenhok,kon ko*nengok,g/26,1,1,S07C009M8_3+4LG,TP
elastiekje,*ga aog sti*kje,ela*****stiekje,*e*la***stiekje,ga *aog sti*kje,g/5,1,1,S07C009M8_3+4LG,TP
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
teddybeer,tegen tiberen de libere,ted*d**ybe*e*********r*,t**ed*dyb******e****er*,tegen tiberen de libere,e/37,1,1,S07C009M8_3+4LG,TP
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S07C009M8_3+4LG,TN
paddenstoelen,patostolen versto*pen,pad*d***en****stoelen,pa***d*den****sto*e****len,patostolen verstopen itje*,g/10,1,1,S07C009M8_3+4LG,TP
verstoppetje,itje voorstoppigrijtje,*v*e****rstoppe****tje,v*erstopp***e*tje,voorstoppigrijtje,g/30/38,1,1,S07C009M8_3+4LG,TP
wasmachine,wa* mag wel zien,was*mac*hin***e*,wa*sma****c*hi*ne,wa *mag wel zien*,g/38/18/26,1,1,S07C009M8_3+4LG,TP
fototoestel,fototoestel,fototoestel,fototoestel,fototoestel,CORRECTLY_READ,0,0,S07C009M8_3+4LG,TN
toiletpapier,to**e* papeer,toilet*papier,toile*tpapie***r******,to**e *papeer graag to,c/j,1,1,S07C009M8_3+4LG,TP
vrachtwagen,graag to vrachtwagen,*********vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S07C009M8_3+4LG,TN
buurmannen,b*urma*n* n,buurmanne*n,buurman*nen,bu*rman n**,c,1,1,S07C009M8_3+4LG,TP
vogelkooi,vogo* k*o*,vogel*kooi,voge*lkooi,vogo *ko**,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
olifant,***fand,olifant,olifant,***fand,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
schommelen,scho***ne*,schommelen,schommelen,schon*e***,g/5,1,1,S07C009M8_3+4LG,TP
iedereen,i*ter heen,ieder**een,ieder**een,i*ter heen,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
schoenenwinkel,schoon een werken ke se,schoen*e*n*wi***n*ke*l*,schoen**en*w***in*ke*l*,schoon een werken ke se,c/17,1,1,S07C009M8_3+4LG,TP
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S07C009M8_3+4LG,TN
ophangen,op****en,ophangen,ophangen,op****en,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S07C009M8_3+4LG,TN
sprookjesboek,spr*okjusboek,sprookjesboek,sprookjesboek,spro*kjusboek,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
tandenborstel,dan de* borstel,tan*den*borstel,tan*de*nborstel,dan de *borstel,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
lucifer,luc*htver,lucif**er,luc**ifer,lucht*ver,g/11/16,1,1,S07C009M8_3+4LG,TP
slaapkamer,slaap kander,slaap*kam*er,slaap*ka*mer,slaap kander,g/5,1,1,S07C009M8_3+4LG,TP
achterdeur,a*l de* deur,ach*ter*deur,ac*hte*rdeur,al d*e *deur,g/14,1,1,S07C009M8_3+4LG,TP
ziekenhuis,ci*kinfas maama is,ziekenhu********is,zieken*******hu*is**,ci*kinfas maama is t,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
nieuwsgierig,t eniken a nesg*eris,***ni*e**u*w*sgierig,*ni*e**u*w*sgierig,eniken a nesg*eris,c/30/38,1,1,S07C009M8_3+4LG,TP
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S07C009M8_3+4LG,TN
kabouter,kab*elter,kabou*ter,kabo*uter,kabel*ter,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
washandje,was hond*e,was*handje,was*hand**je**,was honde hand,c,1,1,S07C009M8_3+4LG,TP
sneeuwwitje,hand sn*e*lwi*je,*****sneeuwwitje,sneeuwwitje,sne**lwi*je,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S07C009M8_3+4LG,TN
vakantie,vakanti*,vakantie,vakantie,vakanti*,CORRECTLY_READ,0,1,S07C009M8_3+4LG,FP
limonade,l**on*darn,limonade**,limon*a***de,l**ondarn da,c/4/26/j,1,1,S07C009M8_3+4LG,TP
autorijden,da ordo hi** en,*a*ut*o*rijd*en,a*uto*ri*jden,or*do hi **en,c/4,1,1,S07C009M8_3+4LG,TP
eindelijk,e in de lijk,e*in*de*lijk,e*in*de*lijk,e in de lijk,g/1,1,1,S07C009M8_3+4LG,TP
familie,familie,familie,famili*******e,familie sco de,CORRECTLY_READ,0,0,S07C009M8_3+4LG,TN
chocolade,sco de schoollad*,cho*****c*o*l*ade,*choco*lade,scho*ollad*,g/33/j,1,1,S07C009M8_3+4LG,TP
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
groei,groei,groei,groei,groei,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
bed,nbed,*bed,*bed,nbed,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
draai,dr*ai,draai,draa**i*,drai sia,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
sjaal,s*ia sia,sjaa*l**,sjaal,s*ia*,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
herfst,herftt,herfst,herfst,herftt,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
duur,deur,duur,duur,deur,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
straat,sstraat,s*traat,*straat,sstraat,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
leeuw,nee**,leeuw,lee*uw,nee *s,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
clown,s lo*om,c*low*n,cl*own,*loom*,c/9/23/13,1,1,S07C010M8_1LG,TP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
hout,gout,hout,hout,gout,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
vriend,vreemt,vriend,vriend,vreemt,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
gauw,gauw,gauw,gauw,gauw,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
chips,schip*,*chips,*chips,schip*,c/33,1,1,S07C010M8_1LG,TP
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
feest,veestt,feest*,fees*t,veestt,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
reis,reis,reis,reis,reis,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
jas,jos,jas,jas,jos,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
huis,huif,huis,huis,huif,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
paard,paar*,paard,paard,paar*,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
muts,nu*s,muts,muts,nu*s,c/1,1,1,S07C010M8_1LG,TP
nieuw,*i**l,nieuw,nieuw,*i**l,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
zacht,stecht,z*acht,*zacht,stecht,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S07C010M8_1LG,TN
neus,neer deur,ne*****us,n*****eus,neer deur,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
knoop,kn**p,knoop,knoop,kn**p,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
plank,*lang,plank,plank,*lang,CORRECTLY_READ,0,1,S07C010M8_1LG,FP
water,water,water,water,water,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
drogen,doorgang wieke,d**r*o*g***en*,d**r*o*g***en*,doorgang wieke,e/5/1/4/34,1,1,S07C010M8_2LG,TP
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
schouder,scha ouders,sch**ouder*,sch**ouder*,scha ouders,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
verhaal,ver**ar,verhaal,verhaal,ver*a*r,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
moeilijk,mulde*le*k,mo**eilijk,mo**eilijk,mulde*le*k,g/38,1,1,S07C010M8_2LG,TP
speelplaats,speelpl*ats,speelplaats,speelplaats,speelpla*ts,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
hoofdpijn,hoofd pijn,hoofd*pijn,hoofd*pijn,hoofd pijn,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
regen,erg erg gen,*r**e*g**en,*r**e***gen,erg erg gen,a/1,1,1,S07C010M8_2LG,TP
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
schreeuwen,s**meeuwen,schreeuwen,schreeuwen,sm**eeuwen,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
liedje,li**fia,liedje*,li*edje,lifi**a,e/14,1,1,S07C010M8_2LG,TP
potlood,*oploot,potlood,potlood,*oploot,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
fietsbel,fli*p dzbel,f*iet*s*bel,f*i**etsbel,flip *dzbel,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
vinger,f ei*ger,v**inger,v**inger,f ei*ger,c/4/22,1,1,S07C010M8_2LG,TP
dichtbij,dicht bij,dicht*bij,dicht*bij,dicht bij,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
chauffeur,schri au* veur,*ch***auf*feur,*ch***au*ffeur,schri au v*eur,c/33,1,1,S07C010M8_2LG,TP
muziek,m* zie ik,mu*zie**k,m*uzie**k,m *zie ik,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
scheuren,s*** uren,sche*uren,s*cheuren,s ***uren,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
zwemmen,sdennen,zwemmen,zwemmen,sdennen,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
vuurwerk,zuurwerk,vuurwerk,vuurwerk,zuurwerk,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
appel,apte*,appel,appel,apte*,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
cola,kola,cola,cola,kola,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
kussen,koussem,k*ussen,k*ussen,koussem,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
eerste,*er*tad,eerste*,eerste*,e*r*tad,CORRECTLY_READ,0,1,S07C010M8_2LG,FP
circus,ser*e*,circus,circus,ser*e*,c/13,1,1,S07C010M8_2LG,TP
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S07C010M8_2LG,TN
vlinder,vli*e der,vlin**der,vli**nder,vlie *der,a/5/14,1,1,S07C010M8_2LG,TP
omdraaien,omdraai jen,omdraai**en,omdraai**en,omdraai jen,c,1,1,S07C010M8_3+4LG,TP
poppenwagen,*o*p** wegen,poppen*wagen,pop*penwagen,*op we***gen,c/23/25/4,1,1,S07C010M8_3+4LG,TP
konijnenhok,kol*nnenin hook,konijnen***ho*k,ko****nij*n*e**n*h****ok,kolnnenin hook k heb ook,CORRECTLY_READ,0,1,S07C010M8_3+4LG,FP
elastiekje,k heb o**ok e konij ale,***el*asti**e*k***j***e,e*****l*as**tiekje,e konij ale ti*k*a,g/2,1,1,S07C010M8_3+4LG,TP
ruziemaken,tika ruhm ti*ma**c,*****ruz***iemaken,ru***ziema**k**en,ruhm ti*mac ja en,g/j,1,1,S07C010M8_3+4LG,TP
teddybeer,ja en dib*de*,t**ed*dybe*er,teddybeer,dibd**e**,c,1,1,S07C010M8_3+4LG,TP
dierentuin,hier***uiten,dierentui**n,dier*entuin,hierui*te*n,c/j,1,1,S07C010M8_3+4LG,TP
paddenstoelen,*al du*s toelen,pad*dens*toelen,pad*dens*toelen*,*al du*s toelenv,c,1,1,S07C010M8_3+4LG,TP
verstoppetje,*v or** o*perte,v*erst*oppetje,ver*stoppe*tje,*or **op*ert*e,c/4,1,1,S07C010M8_3+4LG,TP
wasmachine,*as* a* ginnen,wasm*ac*hin*e*,was*ma*chi*ne*,*as *a g*innen,c/23/10/35/5,1,1,S07C010M8_3+4LG,TP
fototoestel,f oto to*stel,f*oto*toestel,f*oto*toestel,f oto to*stel,c,1,1,S07C010M8_3+4LG,TP
toiletpapier,t ii* o*p*pier,t*oil*etpapier,t*oi*letpapier,t ii *o*p*pier,c/j,1,1,S07C010M8_3+4LG,TP
vrachtwagen,**acht wagen,vracht*wagen,vracht*wagen,**acht wagen,c,1,1,S07C010M8_3+4LG,TP
buurmannen,d*e grma*nen,buu**rmannen,bu**urmannen,de g*rman*en,c,1,1,S07C010M8_3+4LG,TP
vogelkooi,*olgele k*oi,vo*gel**kooi,vo*gel**koo*i*,*olgele koi ah,c/35/30/38,1,1,S07C010M8_3+4LG,TP
olifant,ah oh fabet,ol*i**fan*t,ol*ifan*t,oh *fabet,c/j,1,1,S07C010M8_3+4LG,TP
schommelen,scha oh wellen,sch**om*mel*en,sch**om*me*len,scha oh wellen,c/5,1,1,S07C010M8_3+4LG,TP
iedereen,**darien,iedereen,iedereen,**darien,g/35,1,1,S07C010M8_3+4LG,TP
schoenenwinkel,******e* wi*kal,schoenen*winkel,schoe*nenwinkel,****e ***wi*kal,c,1,1,S07C010M8_3+4LG,TP
knutselen,k s*t*uren,k*nutselen,k*nutselen,k s*t*uren,c/1,1,1,S07C010M8_3+4LG,TP
ophangen,o* ha*gen,op*hangen,o*phangen,o *ha*gen,c/22,1,1,S07C010M8_3+4LG,TP
verjaardag,***j*ardag,verjaardag,verjaardag,***ja*rdag,c,1,1,S07C010M8_3+4LG,TP
sprookjesboek,sport spa o ok**s boek,sp*r******o*okjes*boek,sp*r******o*okjes*boek,sport spa o ok**s boek,c,1,1,S07C010M8_3+4LG,TP
tandenborstel,mde amde* borsten,t***anden*borstel,*t**ande*nborstel,mde amde *borsten,c,1,1,S07C010M8_3+4LG,TP
lucifer,h ivirer,l*ucifer,l*ucifer,h ivirer,c/1/35/13,1,1,S07C010M8_3+4LG,TP
slaapkamer,celaap kamer,s*laap*kamer,s*laap*kamer,celaap kamer,c,1,1,S07C010M8_3+4LG,TP
achterdeur,engtor deur,achter*deur,achter*deur,engtor deur,CORRECTLY_READ,0,1,S07C010M8_3+4LG,FP
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S07C010M8_3+4LG,TN
nieuwsgierig,**eew*g resela alf,nieuwsg**i*eri**g*,nieuws*gi*er**i***g,*ee*wg resela alf k,g/j,1,1,S07C010M8_3+4LG,TP
afblijven,k aof abe le*ven,**a*f**b**lijven,a*f**b**lijven,aof abe le*ven,g/23,1,1,S07C010M8_3+4LG,TP
kabouter,*abouter,kabouter,kabouter,*abouter,CORRECTLY_READ,0,1,S07C010M8_3+4LG,FP
washandje,wx as* a** ja,w**ash*and*je,w**as*ha*ndje,wx as *a **ja,c/23,1,1,S07C010M8_3+4LG,TP
sneeuwwitje,*n*e** bi*je,sneeuw*witje,sne*euwwitje,*ne **b*i*je,CORRECTLY_READ,0,1,S07C010M8_3+4LG,FP
goeiendag,*o***g dag,goeien*dag,goeien*dag,*o***g dag,c/34,1,1,S07C010M8_3+4LG,TP
vakantie,*elk and**,va*k*antie,*vak*antie,el*k and**,c,1,1,S07C010M8_3+4LG,TP
limonade,l* nunada,li*monade,l*imonade,l *nunada,c,1,1,S07C010M8_3+4LG,TP
autorijden,a*ttor*heden,aut*orij*den,a*utor*ijden,at*torhe*den,c,1,1,S07C010M8_3+4LG,TP
eindelijk,*indele*k,eindelijk,eindelijk,*indele*k,CORRECTLY_READ,0,1,S07C010M8_3+4LG,FP
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S07C010M8_3+4LG,TN
chocolade,scha* o san de,*choc*o*la**de,*cho*co*la**de,scha *o san de,c/33/13/5/23,1,1,S07C010M8_3+4LG,TP
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
koe,hoe,koe,koe,hoe,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
groei,*ro*i,groei,groei,*ro*i,g/4,1,1,S07C011M8_1LG,TP
strand,strant,strand,strand,strant,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
eerst,*en dr ist,ee***r**st,e***er**st,en d*r ist,g/35,1,1,S07C011M8_1LG,TP
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
draai,dr*ai,draai,draai,dra*i,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
sjaal,s*ai*,sjaal,sjaal,s*ai*,g/1,1,1,S07C011M8_1LG,TP
herfst,gelielest,her**f*st,her**f*st,gelielest,g/14,1,1,S07C011M8_1LG,TP
duur,d*er,duur,duur,de*r,e/4,1,1,S07C011M8_1LG,TP
straat,sdr*at,straat,straat,sdra*t,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
leeuw,gee*l,leeuw,leeuw,gee*l,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
clown,*lo*n,clown,clown,*lo*n,g/11/9,1,1,S07C011M8_1LG,TP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
vriend,*wi*nd,vriend,vriend,w*i*nd,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
gauw,goud,gauw,gauw,goud,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
chips,*gips,chips,chips,g*ips,12,1,1,S07C011M8_1LG,TP
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
feest,gie*t,feest,feest,gie*t,e/1/4,1,1,S07C011M8_1LG,TP
reis,r*ied,rei*s,r*eis,rie*d,1/35,1,1,S07C011M8_1LG,TP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
paard,derand,pa*ard,pa*ard,derand,g/1/5/35,1,1,S07C011M8_1LG,TP
vijf,*i**,vijf,vijf,*i**,g/4,1,1,S07C011M8_1LG,TP
muts,met*,muts,muts,met*,g/4,1,1,S07C011M8_1LG,TP
nieuw,nie**,nieuw,nieuw,nie**,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
kind,keniet,kin**d,kin**d,keniet,g/1,1,1,S07C011M8_1LG,TP
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
zacht,za*agt,zac*ht,z*acht,zaag*t,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
plas,blas,plas,plas,blas,g/9,1,1,S07C011M8_1LG,TP
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S07C011M8_1LG,TN
knoop,kn*op,knoop,kno***op,knopklap,CORRECTLY_READ,0,1,S07C011M8_1LG,FP
plank,*klapklang,***p*lank,plank,*klang,e/14,1,1,S07C011M8_1LG,TP
water,waner,water,******water,waner water,CORRECTLY_READ,0,0,S07C011M8_2LG,TN
mevrouw,water maarvouw,m**ev****r*ouw,m*e*vrouw,maarv*ouw,g/1/4,1,1,S07C011M8_2LG,TP
drogen,dera ken,d*ro*gen,d*ro*gen,dera ken,e/j,1,1,S07C011M8_2LG,TP
winkel,wi*kel,winkel,winkel,wi*kel,e/22,1,1,S07C011M8_2LG,TP
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S07C011M8_2LG,TN
schouder,schoenteleis,schoud*er***,scho***ude*r,schoenteleis,28/j,1,1,S07C011M8_2LG,TP
verhaal,svel moe dat,*ver*ha***al,*ve**r***ha***a*l,svel moe dat lang,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
koning,lang en vin gal,kon******in*g**,kon**in*g**,*en vin gal,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
moeilijk,bou neen mai*k,mo***eil***ijk,mo***ei**l*ijk,bou neen mai*k,g/4/18,1,1,S07C011M8_2LG,TP
speelplaats,spere*pl*ot*,spe*elplaats,spe*elplaats,spere*plo*t*,g/30/38/4,1,1,S07C011M8_2LG,TP
drinken,drinken,drinken,drinken,drinken,12,1,0,S07C011M8_2LG,FN
hoofdpijn,hoofdkepen,hoofdpij*n,hoofd**pijn,hoofdkepe*n,c/j,1,1,S07C011M8_2LG,TP
regen,rengen,re*gen,re*gen,rengen,g/34,1,1,S07C011M8_2LG,TP
vliegtuig,*l*enk*kin,vliegtu*ig,vlie*gtuig,*l*enkk*in,g/4/14/1/16,1,1,S07C011M8_2LG,TP
stoppen,sto*pen,stoppen,stoppen,stop*en,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S07C011M8_2LG,TN
gooien,v*o*en,gooien,gooien,vo**en,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
schreeuwen,s**nee*wwinv,schreeuw*en*,schree*uwen*,sn**eew*winv,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
moeder,mo*dere,moeder*,mo*ede*r*,modere te,e/5,1,1,S07C011M8_2LG,TP
liedje,te le e pot loud,***li*e*d*j**e**,li*e***d*j*e*,le e pot loud,g/1/14,1,1,S07C011M8_2LG,TP
potlood,pot lout,pot*lood,pot*lood,pot lout,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
fietsbel,gitsbel fits mel,fi***e****ts*bel,fi***e****ts*bel,gitsbel fits mel,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
vinger,vin g*r,vin*ger,vin*ger,vin g*r,a/5,1,1,S07C011M8_2LG,TP
dichtbij,di**k bij,dicht*bij,dic*htbij,dik **bij,a/24,1,1,S07C011M8_2LG,TP
meisje,me*s dat,meis*je*,meis*je*,me*s dat,g/j,1,1,S07C011M8_2LG,TP
chauffeur,*weet ik niet,chauf**f**eur,c**h*auf*f*eur,weet i*k nie*t,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
muziek,miski muski,muz*i**e*k*,mu*zi**e*k*,miski muski,g/1/4,1,1,S07C011M8_2LG,TP
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S07C011M8_2LG,TN
scheuren,sch*urden,scheur*en,scheur*en,sch*urden,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
lawaai,leuw**en,la*waai*,l*awa*ai,leuwen**,e/j,1,1,S07C011M8_2LG,TP
zwemmen,zwimmen,zwemmen,zwemmen,zwimmen,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
vuurwerk,veel werk,vuur*werk,vuur*werk,veel werk,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
appel,a*pel,appel,appel,ap*el,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
cola,gool*,co*la,c*ola,gool*,28-11,1,1,S07C011M8_2LG,TP
kussen,kissin,kussen,kussen,kissin,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
eerste,**restiis,eer*ste**,*eerst*e*,re**stiis,g/j,1,1,S07C011M8_2LG,TP
circus,ger pos,cir*cus,cir*cus,ger pos,a/4/35,1,1,S07C011M8_2LG,TP
kleuren,kle*lin,kleuren,kleuren,kle*lin,g/14,1,1,S07C011M8_2LG,TP
voetbal,v*int bal,voe*t*bal,vo*et*bal,vin*t bal,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
vlinder,*le*ter,vlinder,vlinder,*let*er,CORRECTLY_READ,0,1,S07C011M8_2LG,FP
omdraaien,omdraaien,omdraaien,omdraaien,omdraaien,CORRECTLY_READ,0,0,S07C011M8_3+4LG,TN
poppenwagen,*o*p een wagen,popp*e*n*wagen,pop**pen*wagen,*op e*en wagen,g/23,1,1,S07C011M8_3+4LG,TP
konijnenhok,kona*ko erk taki,konijn**enh**ok*,konij**ne*n*hok*,konako *erk taki,g/j,1,1,S07C011M8_3+4LG,TP
elastiekje,en ris m*ak*en,el**as*tiekje*,e**las*tiekje*,en ris ma*k*en,g/j,1,1,S07C011M8_3+4LG,TP
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S07C011M8_3+4LG,FP
teddybeer,***du beer,teddy*beer,teddy*beer,**d*u beer,g/26,1,1,S07C011M8_3+4LG,TP
