prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
meisje,meisje,meisje,meisje*******,meisje schouw,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
chauffeur,schouw schouwvuur,*chauf*f**eu****r,*chauffeur,schouwvuur,g/33/6/10,1,1,S08C030M2_2LG,TP
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
waarom,w*ar*m,waarom,waarom,wa*r*m,CORRECTLY_READ,0,1,S08C030M2_2LG,FP
scheuren,sch*uren,scheuren,scheuren,sch*uren,CORRECTLY_READ,0,1,S08C030M2_2LG,FP
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
cola,sola,cola,cola,sola,g/33/5,1,1,S08C030M2_2LG,TP
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
eerste,*kerst*,e*erste,*eerste,ke*rst*,a,1,1,S08C030M2_2LG,TP
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S08C030M2_2LG,TN
vlinder,vliegtuig,vli*nde*r,vli*nd*er,vliegtuig,CORRECTLY_READ,0,1,S08C030M2_2LG,FP
omdraaien,omdraaien,*omdraaien,*omdraaien,omdraaien,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
poppenwagen,poppen bewegen,poppen***wagen,poppen***wagen,poppen bewegen,CORRECTLY_READ,0,1,S08C030M2_3+4LG,FP
konijnenhok,konijnen behokken,konijnen***hok***,konijnen***ho*k**,konijnen behokken,29,1,1,S08C030M2_3+4LG,TP
elastiekje,elastiekje,elastiekje,elastiekje,elastiekje,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
ruziemaken,regime maken,ruzi*e*maken,ruzi*e*maken,regime maken,CORRECTLY_READ,0,1,S08C030M2_3+4LG,FP
teddybeer,teddybeer,teddybeer,teddybeer,teddybeer,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,c,1,0,S08C030M2_3+4LG,FN
verstoppetje,verstoppertje,verstoppe*tje,verstoppe*tje,verstoppertje,CORRECTLY_READ,0,1,S08C030M2_3+4LG,FP
wasmachine,wasmand*je,wasmachine,wasmachine,wasmand*je,c/j,1,1,S08C030M2_3+4LG,TP
fototoestel,fototoestel,fototoestel,fototoestel,fototoestel,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
toiletpapier,toiletpapier,toiletpapier,toiletpapier,toiletpapier,c/6,1,0,S08C030M2_3+4LG,FN
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
buurmannen,buurmannen,buurmannen,buurmannen******,buurmannen vogel,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
vogelkooi,vogel vogelkooi,vogel******kooi,vogelkooi,vogelkooi,c/29,1,0,S08C030M2_3+4LG,FN
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
schommelen,scho****en,schommelen,schommelen,scho**e**n,c/j/5,1,1,S08C030M2_3+4LG,TP
iedereen,*****m*el,iedereen,iedereen,***mel***,CORRECTLY_READ,0,1,S08C030M2_3+4LG,FP
schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,c,1,0,S08C030M2_3+4LG,FN
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
tandenborstel,tandenborstel,tandenborstel,tandenborstel,tandenborstel,g/10/35,1,0,S08C030M2_3+4LG,FN
lucifer,luc*htvers,lucif**er*,luc**ifer*,lucht*vers,g/4/35/32,1,1,S08C030M2_3+4LG,TP
slaapkamer,slaapkamer,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
achterdeur,achterdeur,achterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig,c,1,0,S08C030M2_3+4LG,FN
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
kabouter,kabouter,kabouter,kabouter,kabouter,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
washandje,wassan*ker,washandje*,washandje*,wassank*er,CORRECTLY_READ,0,1,S08C030M2_3+4LG,FP
sneeuwwitje,sneeuwwetje,sneeuwwitje,sneeuwwitje,sneeuwwetje,CORRECTLY_READ,0,1,S08C030M2_3+4LG,FP
goeiendag,goeie*dag,goeiendag,goeiendag,goeie*dag,a/25,1,1,S08C030M2_3+4LG,TP
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
limonade,limonade,limonade,limonade,limonade,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
autorijden,autorijden,autorijden,autorijden,autorijden,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S08C030M2_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,4,1,0,S08C030M2_3+4LG,FN
klas,glas,*klas,*klas,glas,CORRECTLY_READ,0,1,S08C032V2_1LG,FP
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
koe,koer,koe*,koe*,koer,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
groei,groei,groei,groei,groei,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
sjaal,schaal,sj*aal,s*jaal,schaal,CORRECTLY_READ,0,1,S08C032V2_1LG,FP
herfst,herfst,herfst,herfst,herfst,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
duur,deur,duur,duur,deur,CORRECTLY_READ,0,1,S08C032V2_1LG,FP
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
clown,klauwen,clo*w*n,cl*ow*n,klauwen,g/4/30/38,1,1,S08C032V2_1LG,TP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
hout,haard,hout*,hou*t,haard,CORRECTLY_READ,0,1,S08C032V2_1LG,FP
vriend,vrienden,vriend**,vriend**,vrienden,e/37,1,0,S08C032V2_1LG,FN
gauw,gauw,gauw,gauw,gauw,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
groen,groe*i,groen*,groe*n,groei*,g/38,1,1,S08C032V2_1LG,TP
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
reis,reis,reis,reis,reis,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
vijf,vijf,vijf,vijf***,vijf me,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
muts,me muts,m***uts,muts,muts,g/4,1,0,S08C032V2_1LG,FN
nieuw,nieuws,nieuw*,nieuw*,nieuws,e/35,1,0,S08C032V2_1LG,FN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S08C032V2_1LG,TN
water,water,*water,*water,water,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
gooien,gooien,gooien,gooien,gooien,g/7,1,0,S08C032V2_2LG,FN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S08C032V2_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
liedje,liedje,liedje,liedje,liedje,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
fietsbel,fietsenbel,fiets**bel,fiets**bel,fietsenbel,CORRECTLY_READ,0,1,S08C032V2_2LG,FP
vinger,drinken,v*inger,*vinger,drinken,g/3/35/12,1,1,S08C032V2_2LG,TP
dichtbij,dichterbij,dicht**bij,dicht**bij,dichterbij,CORRECTLY_READ,0,1,S08C032V2_2LG,FP
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
chauffeur,*z*o*ve*r,chauffeur,chauffeur,z*o*v*e*r,g/6/10/4,1,1,S08C032V2_2LG,TP
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
scheuren,sch*oren,scheuren,scheuren,scho*ren,e/4,1,1,S08C032V2_2LG,TP
lawaai,lauw***,la*waai,la*waai,lauw***,e/j,1,1,S08C032V2_2LG,TP
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
circus,k*rukus,cir*cus,cir*cus,k*rukus,g/1/13,1,1,S08C032V2_2LG,TP
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
voetbal,voetbouwen,voetba*l**,voetb***al,voetbouwen,CORRECTLY_READ,0,1,S08C032V2_2LG,FP
vlinder,vlinder,vlinder,vlinder,vlinder,CORRECTLY_READ,0,0,S08C032V2_2LG,TN
omdraaien,omdraaien,*omdraaien,*omdraaien,omdraaien,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
poppenwagen,poppen wagen,poppen*wagen,poppen*wagen,poppen wagen,c,1,1,S08C032V2_3+4LG,TP
konijnenhok,konijnenhol,konijnenhok,konijnenhok,konijnenhol,g/14,1,1,S08C032V2_3+4LG,TP
elastiekje,e**striek*en,elast*iekje*,elast*iekje*,e**striek*en,g/26/35,1,1,S08C032V2_3+4LG,TP
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S08C032V2_3+4LG,FP
teddybeer,teddybeer,teddybeer,teddybeer,teddybeer,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
paddenstoelen,paddenstoelen,paddenstoelen,paddenstoel***********en,paddenstoelen verstoppen,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
verstoppetje,verstoppen verstoppertje,verstoppe******t******je,verstoppe*tje,verstoppertje,CORRECTLY_READ,0,1,S08C032V2_3+4LG,FP
wasmachine,wasmachine,wasmachine,wasmachine,wasmachine,18/26,1,0,S08C032V2_3+4LG,FN
fototoestel,foto toestel,foto*toestel,foto*toestel,foto toestel,CORRECTLY_READ,0,1,S08C032V2_3+4LG,FP
toiletpapier,toiletpapier,toiletpapier,toiletpapier,toiletpapier,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
buurmannen,buurmannen,buurmannen,buurmannen,buurmannen,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
schommelen,schoen maken,scho*m*melen,scho*m*melen,schoen maken,g/j,1,1,S08C032V2_3+4LG,TP
iedereen,iedereen,iedereen,ieder*e******en,iedereen schoen,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
schoenenwinkel,schoen schoenenwinkel,schoen*****en**winkel,schoenenwinkel,schoenenwinkel,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,g/12,1,0,S08C032V2_3+4LG,FN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
tandenborstel,tandenborstel,tandenborstel,tandenborstel,tandenborstel,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
lucifer,luc*htvuur,lucif**e*r,luc***ifer,luchtvu*ur,g/j,1,1,S08C032V2_3+4LG,TP
slaapkamer,slaapkamer,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
achterdeur,achterdeur,achterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
nieuwsgierig,nieuwsp**rong,nieuwsgieri*g,nieuwsgieri*g,nieuwsp**rong,g/j,1,1,S08C032V2_3+4LG,TP
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
kabouter,kabo*ter,kabouter,kabouter,kabo*ter,CORRECTLY_READ,0,1,S08C032V2_3+4LG,FP
washandje,washaantje,washa*ndje,wash*andj*****e*****,washaantje sneeuwwit,CORRECTLY_READ,0,1,S08C032V2_3+4LG,FP
sneeuwwitje,sneeuwwit sneeuwwitje,sneeuwwit**********je,sneeuwwitje,sneeuwwitje,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
goeiendag,goe*dendag,goei*endag,goe*iendag,goed*endag,CORRECTLY_READ,0,1,S08C032V2_3+4LG,FP
vakantie,wakker niet,vak*an*tie*,va*ka**ntie*,wakker n*iet,g/j,1,1,S08C032V2_3+4LG,TP
limonade,liemon*d*,li*monade,li*monade,liemon*d*,g/18/26,1,1,S08C032V2_3+4LG,TP
autorijden,autorijden,autorijden,autorijden,autorijden,c,1,0,S08C032V2_3+4LG,FN
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S08C032V2_3+4LG,TN
familie,familie,familie,familie,familie,g/4,1,0,S08C032V2_3+4LG,FN
chocolade,familie sociallijden,c*h******oco*l*a*de*,****c***hoc*o*la*de*,familie sociallijden,g/14/35,1,1,S08C032V2_3+4LG,TP
klas,glas,*klas,*klas,glas,CORRECTLY_READ,0,1,S08C038M3_1LG,FP
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
groei,groei,groei,groei,groei,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
sjaal,schaal,sj*aal,s*jaal,schaal,CORRECTLY_READ,0,1,S08C038M3_1LG,FP
herfst,herfst,herfst,herfst,herfst,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
duur,deur,duur,duur,deur,CORRECTLY_READ,0,1,S08C038M3_1LG,FP
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
clown,clown,clown,clown,clown,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
gauw,gauw,gauw,gauw,gauw,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
reis,r*ijst,rei*s*,rei*s*,r*ijst,CORRECTLY_READ,0,1,S08C038M3_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
muts,muts,muts,muts,muts,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
bang,ban*,bang,bang,ban*,CORRECTLY_READ,0,1,S08C038M3_1LG,FP
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S08C038M3_1LG,TN
knoop,kn*op,knoop,knoop,kno*p,e/5,1,1,S08C038M3_1LG,TP
plank,plant,plank,plank,plant,CORRECTLY_READ,0,1,S08C038M3_1LG,FP
water,water,*water,*water,water,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
speelplaats,speelplaat*,speelplaats,speelplaats,speelplaat*,CORRECTLY_READ,0,1,S08C038M3_2LG,FP
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S08C038M3_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
liedje,liedje,liedje,liedje,liedje,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
fietsbel,fietsbellen,fietsbel***,fietsbe*l**,fietsbellen,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
dichtbij,dichtbij,dichtbij,dichtbij,dichtbij,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
chauffeur,chauffeur,chauffeur,chauffeur,chauffeur,g/6,1,0,S08C038M3_2LG,FN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
scheuren,scheuren,scheuren,scheuren,scheuren,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S08C038M3_2LG,TN
vlinder,grinder,vlinder,vlinder,grinder,CORRECTLY_READ,0,1,S08C038M3_2LG,FP
omdraaien,omdraaien,*omdraaien,*omdraaien,omdraaien,CORRECTLY_READ,0,0,S08C038M3_3+4LG,TN
poppenwagen,poppen wagen,poppen*wagen,poppen*wagen,poppen wagen,CORRECTLY_READ,0,1,S08C038M3_3+4LG,FP
konijnenhok,konijnenhok,konijnenhok,konijnenhok,konijnenhok,c,1,0,S08C038M3_3+4LG,FN
